Country,Resource,Stocks and flows,CLASSE,Year,Unit,PowerCode,Value
Netherlands,Crude oil,Discoveries,AB,2008,Barrels,Billions,0.0
Netherlands,Crude oil,Discoveries,AB,2010,Barrels,Billions,0.0
Netherlands,Crude oil,Total additions to stock,AB,2018,Barrels,Billions,0.007
Australia,Crude oil,Total reductions in stock,AB,2015,Barrels,Billions,0.076
Netherlands,Crude oil,Extractions,AB,2001,Barrels,Billions,0.01
Australia,Crude oil,Closing stock,AB,2001,Barrels,Billions,1.267
Australia,Crude oil,Closing stock,AB,2002,Barrels,Billions,1.226
Australia,Crude oil,Closing stock,AB,2003,Barrels,Billions,1.167
Australia,Crude oil,Closing stock,AB,2004,Barrels,Billions,1.132
Australia,Crude oil,Closing stock,AB,2005,Barrels,Billions,1.088
Australia,Crude oil,Closing stock,AB,2006,Barrels,Billions,1.031
Australia,Crude oil,Total reductions in stock,AB,2018,Barrels,Billions,0.054
Australia,Crude oil,Closing stock,AB,2007,Barrels,Billions,1.055
Australia,Crude oil,Closing stock,AB,2009,Barrels,Billions,1.07
Australia,Crude oil,Closing stock,AB,2010,Barrels,Billions,0.968
Australia,Crude oil,Closing stock,AB,2011,Barrels,Billions,0.907
Australia,Crude oil,Closing stock,AB,2012,Barrels,Billions,0.902
Australia,Crude oil,Closing stock,AB,2000,Barrels,Billions,1.356
Australia,Crude oil,Closing stock,AB,2013,Barrels,Billions,0.894
Australia,Crude oil,Closing stock,AB,2015,Barrels,Billions,0.836
Australia,Crude oil,Closing stock,AB,2016,Barrels,Billions,0.816
Australia,Crude oil,Closing stock,AB,2008,Barrels,Billions,1.111
Australia,Crude oil,Closing stock,AB,2017,Barrels,Billions,0.8
Australia,Crude oil,Total reductions in stock,AB,2017,Barrels,Billions,0.054
Australia,Crude oil,Extractions,AB,2017,Barrels,Billions,0.054
Australia,Crude oil,Extractions,AB,2018,Barrels,Billions,0.054
Australia,Crude oil,Extractions,AB,2019,Barrels,Billions,0.057
Australia,Crude oil,Total reductions in stock,AB,2000,Barrels,Billions,0.207
Australia,Crude oil,Total reductions in stock,AB,2001,Barrels,Billions,0.187
Australia,Crude oil,Total reductions in stock,AB,2002,Barrels,Billions,0.17
Australia,Crude oil,Total reductions in stock,AB,2003,Barrels,Billions,0.154
Australia,Crude oil,Closing stock,AB,2014,Barrels,Billions,0.863
Australia,Crude oil,Total reductions in stock,AB,2004,Barrels,Billions,0.134
Australia,Crude oil,Total reductions in stock,AB,2019,Barrels,Billions,0.057
United States,Crude oil,Closing stock,A,2015,Barrels,Billions,32.318
United Kingdom,Crude oil,Discrepancies,BC,2011,Barrels,Billions,0.029
United States,Crude oil,Total additions to stock,A,2006,Barrels,Billions,3.343
United States,Crude oil,Total additions to stock,A,2014,Barrels,Billions,12.523
United States,Crude oil,Closing stock,A,2013,Barrels,Billions,33.371
United States,Crude oil,Extractions,A,2006,Barrels,Billions,1.856
United States,Crude oil,Extractions,A,2008,Barrels,Billions,1.83
United States,Crude oil,Downward reappraisals,A,2007,Barrels,Billions,1.889
United States,Crude oil,Downward reappraisals,A,2006,Barrels,Billions,2.57
United States,Crude oil,Downward reappraisals,A,2005,Barrels,Billions,1.798
United States,Crude oil,Downward reappraisals,A,2004,Barrels,Billions,2.456
United States,Crude oil,Downward reappraisals,A,2003,Barrels,Billions,2.499
United States,Crude oil,Downward reappraisals,A,2002,Barrels,Billions,2.009
United States,Crude oil,Closing stock,A,2016,Barrels,Billions,32.773
United States,Crude oil,Downward reappraisals,A,2001,Barrels,Billions,2.288
United States,Crude oil,Extractions,A,2007,Barrels,Billions,1.852
United States,Crude oil,Extractions,A,2018,Barrels,Billions,4.012
United States,Crude oil,Extractions,A,2016,Barrels,Billions,3.232
United States,Crude oil,Extractions,A,2015,Barrels,Billions,3.442
United States,Crude oil,Extractions,A,2014,Barrels,Billions,3.197
United States,Crude oil,Extractions,A,2013,Barrels,Billions,2.725
United States,Crude oil,Extractions,A,2012,Barrels,Billions,2.38
United States,Crude oil,Extractions,A,2011,Barrels,Billions,2.064
United States,Crude oil,Extractions,A,2010,Barrels,Billions,1.999
United States,Crude oil,Extractions,A,2009,Barrels,Billions,1.952
United States,Crude oil,Extractions,A,2017,Barrels,Billions,3.413
United States,Crude oil,Closing stock,A,2014,Barrels,Billions,36.385
United States,Crude oil,Downward reappraisals,A,2000,Barrels,Billions,6.411
Australia,Crude oil,Total reductions in stock,AB,2016,Barrels,Billions,0.065
Australia,Crude oil,Total reductions in stock,AB,2005,Barrels,Billions,0.12
Australia,Crude oil,Total reductions in stock,AB,2007,Barrels,Billions,0.12
United States,Crude oil,Discrepancies,A,2017,Barrels,Billions,6.183
Australia,Crude oil,Discrepancies,AB,2019,Barrels,Billions,0.047
Australia,Crude oil,Discrepancies,AB,2001,Barrels,Billions,0.098
Australia,Crude oil,Discrepancies,AB,2002,Barrels,Billions,0.128
Australia,Crude oil,Discrepancies,AB,2003,Barrels,Billions,0.095
Australia,Crude oil,Discrepancies,AB,2004,Barrels,Billions,0.099
Australia,Crude oil,Discrepancies,AB,2005,Barrels,Billions,0.077
Australia,Crude oil,Discrepancies,AB,2006,Barrels,Billions,0.065
Australia,Crude oil,Discrepancies,AB,2007,Barrels,Billions,0.144
Australia,Crude oil,Discrepancies,AB,2008,Barrels,Billions,0.162
United States,Crude oil,Discrepancies,A,2018,Barrels,Billions,7.434
Australia,Crude oil,Discrepancies,AB,2009,Barrels,Billions,0.064
Australia,Crude oil,Closing stock,AB,2019,Barrels,Billions,0.771
Australia,Crude oil,Discrepancies,AB,2011,Barrels,Billions,0.027
Australia,Crude oil,Discrepancies,AB,2013,Barrels,Billions,0.05
Australia,Crude oil,Discrepancies,AB,2014,Barrels,Billions,0.036
Australia,Crude oil,Discrepancies,AB,2015,Barrels,Billions,0.048
Australia,Crude oil,Discrepancies,AB,2016,Barrels,Billions,0.045
Australia,Crude oil,Discrepancies,AB,2017,Barrels,Billions,0.037
Australia,Crude oil,Discrepancies,AB,2018,Barrels,Billions,0.036
Australia,Crude oil,Discrepancies,AB,2010,Barrels,Billions,0.001
Netherlands,Crude oil,Opening stock,A,2013,Barrels,Billions,0.15
Norway,Crude oil,Closing stock,A,2003,Barrels,Billions,7.766
United Kingdom,Crude oil,Discrepancies,BC,2013,Barrels,Billions,-0.095
Netherlands,Crude oil,Extractions,AB,2003,Barrels,Billions,0.017
Netherlands,Crude oil,Extractions,AB,2002,Barrels,Billions,0.017
Australia,Crude oil,Discrepancies,AB,2012,Barrels,Billions,0.067
United States,Crude oil,Discrepancies,A,2006,Barrels,Billions,0.298
United States,Crude oil,Closing stock,A,2017,Barrels,Billions,39.16
United States,Crude oil,Closing stock,A,2018,Barrels,Billions,43.824
Australia,Crude oil,Total reductions in stock,AB,2008,Barrels,Billions,0.106
Australia,Crude oil,Total reductions in stock,AB,2009,Barrels,Billions,0.104
Australia,Crude oil,Total reductions in stock,AB,2010,Barrels,Billions,0.103
Australia,Crude oil,Total reductions in stock,AB,2011,Barrels,Billions,0.088
Australia,Crude oil,Total reductions in stock,AB,2012,Barrels,Billions,0.073
Australia,Crude oil,Total reductions in stock,AB,2013,Barrels,Billions,0.058
Australia,Crude oil,Total reductions in stock,AB,2014,Barrels,Billions,0.067
Australia,Crude oil,Total reductions in stock,AB,2006,Barrels,Billions,0.122
United States,Crude oil,Total additions to stock,A,2004,Barrels,Billions,3.681
Australia,Crude oil,Closing stock,AB,2018,Barrels,Billions,0.781
Australia,Crude oil,Discrepancies,AB,2000,Barrels,Billions,0.053
United States,Crude oil,Discrepancies,A,2015,Barrels,Billions,1.493
United States,Crude oil,Discrepancies,A,2014,Barrels,Billions,0.839
United States,Crude oil,Discrepancies,A,2013,Barrels,Billions,-0.313
United States,Crude oil,Discrepancies,A,2012,Barrels,Billions,0.377
United States,Crude oil,Discrepancies,A,2011,Barrels,Billions,0.429
United States,Crude oil,Discrepancies,A,2010,Barrels,Billions,0.376
United States,Crude oil,Discrepancies,A,2009,Barrels,Billions,0.197
United States,Crude oil,Discrepancies,A,2008,Barrels,Billions,0.436
United States,Crude oil,Discrepancies,A,2016,Barrels,Billions,3.335
United States,Crude oil,Discrepancies,A,2007,Barrels,Billions,0.226
United States,Crude oil,Discrepancies,A,2005,Barrels,Billions,0.38
United States,Crude oil,Discrepancies,A,2004,Barrels,Billions,0.246
United States,Crude oil,Discrepancies,A,2003,Barrels,Billions,0.348
United States,Crude oil,Discrepancies,A,2002,Barrels,Billions,0.638
Netherlands,Crude oil,Opening stock,A,2014,Barrels,Billions,0.145
United States,Crude oil,Discrepancies,A,2000,Barrels,Billions,0.394
Netherlands,Crude oil,Extractions,AB,2000,Barrels,Billions,0.011
United Kingdom,Crude oil,Discrepancies,BC,2010,Barrels,Billions,0.308
Canada,Crude oil,Extractions,A,2011,Barrels,Billions,0.46
United Kingdom,Crude oil,Discrepancies,BC,2008,Barrels,Billions,-0.051
Canada,Crude oil,Opening stock,A,2003,Barrels,Billions,3.869
Canada,Crude oil,Opening stock,A,2002,Barrels,Billions,4.12
Canada,Crude oil,Opening stock,A,2001,Barrels,Billions,4.271
Mexico,Crude oil,Opening stock,A,2016,Barrels,Billions,16.369
Canada,Crude oil,Opening stock,A,2013,Barrels,Billions,3.793
Mexico,Crude oil,Closing stock,A,2007,Barrels,Billions,31.212
Canada,Crude oil,Extractions,A,2012,Barrels,Billions,0.479
Canada,Crude oil,Extractions,A,2014,Barrels,Billions,0.511
Canada,Crude oil,Closing stock,A,2006,Barrels,Billions,4.512
Canada,Crude oil,Closing stock,A,2005,Barrels,Billions,4.768
Canada,Crude oil,Closing stock,A,2004,Barrels,Billions,3.841
Canada,Crude oil,Closing stock,A,2003,Barrels,Billions,3.76
Canada,Crude oil,Opening stock,A,2004,Barrels,Billions,3.76
Canada,Crude oil,Closing stock,A,2002,Barrels,Billions,3.869
Canada,Crude oil,Closing stock,A,2000,Barrels,Billions,4.271
Canada,Crude oil,Total reductions in stock,A,2017,Barrels,Billions,0.443
Canada,Crude oil,Total reductions in stock,A,2016,Barrels,Billions,0.434
Canada,Crude oil,Total reductions in stock,A,2015,Barrels,Billions,0.462
Canada,Crude oil,Total reductions in stock,A,2014,Barrels,Billions,0.511
Canada,Crude oil,Total reductions in stock,A,2013,Barrels,Billions,0.504
Canada,Crude oil,Total reductions in stock,A,2012,Barrels,Billions,0.479
Canada,Crude oil,Extractions,A,2013,Barrels,Billions,0.504
Canada,Crude oil,Total reductions in stock,A,2011,Barrels,Billions,0.46
Canada,Crude oil,Total reductions in stock,A,2009,Barrels,Billions,0.438
Canada,Crude oil,Total reductions in stock,A,2008,Barrels,Billions,0.496
Canada,Crude oil,Total reductions in stock,A,2007,Barrels,Billions,0.511
Canada,Crude oil,Closing stock,A,2001,Barrels,Billions,4.12
Canada,Crude oil,Total reductions in stock,A,2006,Barrels,Billions,0.494
Canada,Crude oil,Opening stock,A,2005,Barrels,Billions,3.841
Canada,Crude oil,Opening stock,A,2007,Barrels,Billions,4.512
Mexico,Crude oil,Closing stock,A,2015,Barrels,Billions,16.369
Mexico,Crude oil,Closing stock,A,2016,Barrels,Billions,16.882
Canada,Crude oil,Discrepancies,A,2002,Barrels,Billions,0.283
Canada,Crude oil,Closing stock,A,2009,Barrels,Billions,3.99
Canada,Crude oil,Closing stock,A,2008,Barrels,Billions,4.401
Canada,Crude oil,Closing stock,A,2007,Barrels,Billions,4.563
Canada,Crude oil,Extractions,A,2010,Barrels,Billions,0.447
Canada,Crude oil,Extractions,A,2009,Barrels,Billions,0.438
Canada,Crude oil,Extractions,A,2008,Barrels,Billions,0.496
Canada,Crude oil,Extractions,A,2007,Barrels,Billions,0.511
Canada,Crude oil,Extractions,A,2006,Barrels,Billions,0.494
Canada,Crude oil,Extractions,A,2005,Barrels,Billions,0.498
Canada,Crude oil,Opening stock,A,2006,Barrels,Billions,4.768
Canada,Crude oil,Extractions,A,2004,Barrels,Billions,0.516
Canada,Crude oil,Extractions,A,2002,Barrels,Billions,0.535
Canada,Crude oil,Extractions,A,2001,Barrels,Billions,0.506
Canada,Crude oil,Extractions,A,2000,Barrels,Billions,0.499
Canada,Crude oil,Opening stock,A,2016,Barrels,Billions,4.015
Canada,Crude oil,Opening stock,A,2015,Barrels,Billions,3.771
United States,Crude oil,Total additions to stock,A,2007,Barrels,Billions,3.86
Canada,Crude oil,Opening stock,A,2014,Barrels,Billions,3.942
Canada,Crude oil,Opening stock,A,2012,Barrels,Billions,3.746
Canada,Crude oil,Opening stock,A,2011,Barrels,Billions,3.777
Canada,Crude oil,Opening stock,A,2010,Barrels,Billions,3.99
Canada,Crude oil,Opening stock,A,2009,Barrels,Billions,4.401
Canada,Crude oil,Opening stock,A,2008,Barrels,Billions,4.563
Canada,Crude oil,Extractions,A,2003,Barrels,Billions,0.533
Canada,Crude oil,Total reductions in stock,A,2005,Barrels,Billions,0.498
Canada,Crude oil,Total reductions in stock,A,2004,Barrels,Billions,0.516
Canada,Crude oil,Total reductions in stock,A,2003,Barrels,Billions,0.533
Mexico,Crude oil,Closing stock,A,2001,Barrels,Billions,38.286
Mexico,Crude oil,Closing stock,A,2000,Barrels,Billions,39.918
Mexico,Crude oil,Total reductions in stock,A,2019,Barrels,Billions,0.612
Mexico,Crude oil,Total reductions in stock,A,2018,Barrels,Billions,0.615
Mexico,Crude oil,Total reductions in stock,A,2017,Barrels,Billions,0.711
Mexico,Crude oil,Extractions,A,2007,Barrels,Billions,1.123
Mexico,Crude oil,Total reductions in stock,A,2016,Barrels,Billions,0.788
Mexico,Crude oil,Total reductions in stock,A,2014,Barrels,Billions,0.887
Mexico,Crude oil,Total reductions in stock,A,2013,Barrels,Billions,0.921
Mexico,Crude oil,Total reductions in stock,A,2012,Barrels,Billions,0.933
Mexico,Crude oil,Total reductions in stock,A,2011,Barrels,Billions,0.932
Mexico,Crude oil,Total reductions in stock,A,2010,Barrels,Billions,0.941
Mexico,Crude oil,Closing stock,A,2002,Barrels,Billions,36.266
Mexico,Crude oil,Total reductions in stock,A,2009,Barrels,Billions,0.95
Mexico,Crude oil,Total reductions in stock,A,2015,Barrels,Billions,0.827
Mexico,Crude oil,Closing stock,A,2004,Barrels,Billions,33.312
Mexico,Crude oil,Extractions,A,2006,Barrels,Billions,1.188
Mexico,Crude oil,Extractions,A,2004,Barrels,Billions,1.238
Mexico,Crude oil,Opening stock,A,2018,Barrels,Billions,15.738
Mexico,Crude oil,Extractions,A,2005,Barrels,Billions,1.217
Mexico,Crude oil,Opening stock,A,2019,Barrels,Billions,15.292
Mexico,Crude oil,Closing stock,A,2005,Barrels,Billions,33.093
Mexico,Crude oil,Extractions,A,2001,Barrels,Billions,1.141
Mexico,Crude oil,Extractions,A,2002,Barrels,Billions,1.16
Mexico,Crude oil,Extractions,A,2003,Barrels,Billions,1.23
Mexico,Crude oil,Extractions,A,2000,Barrels,Billions,1.102
Mexico,Crude oil,Total reductions in stock,A,2008,Barrels,Billions,1.022
Mexico,Crude oil,Closing stock,A,2003,Barrels,Billions,34.389
Mexico,Crude oil,Total reductions in stock,A,2007,Barrels,Billions,1.123
Mexico,Crude oil,Total reductions in stock,A,2006,Barrels,Billions,1.188
Canada,Crude oil,Total reductions in stock,A,2002,Barrels,Billions,0.535
Canada,Crude oil,Total reductions in stock,A,2001,Barrels,Billions,0.506
Canada,Crude oil,Total reductions in stock,A,2000,Barrels,Billions,0.499
Canada,Crude oil,Extractions,A,2017,Barrels,Billions,0.443
Canada,Crude oil,Extractions,A,2016,Barrels,Billions,0.434
Canada,Crude oil,Extractions,A,2015,Barrels,Billions,0.462
Canada,Crude oil,Total reductions in stock,A,2010,Barrels,Billions,0.447
Mexico,Crude oil,Closing stock,A,2006,Barrels,Billions,31.909
Canada,Crude oil,Discrepancies,A,2016,Barrels,Billions,0.449
Mexico,Crude oil,Total reductions in stock,A,2003,Barrels,Billions,1.23
Mexico,Crude oil,Total reductions in stock,A,2002,Barrels,Billions,1.16
Mexico,Crude oil,Total reductions in stock,A,2001,Barrels,Billions,1.141
Mexico,Crude oil,Total reductions in stock,A,2000,Barrels,Billions,1.102
Mexico,Crude oil,Extractions,A,2019,Barrels,Billions,0.612
Mexico,Crude oil,Extractions,A,2018,Barrels,Billions,0.615
Mexico,Crude oil,Extractions,A,2017,Barrels,Billions,0.711
Mexico,Crude oil,Extractions,A,2016,Barrels,Billions,0.788
Mexico,Crude oil,Extractions,A,2015,Barrels,Billions,0.827
Mexico,Crude oil,Extractions,A,2014,Barrels,Billions,0.887
Mexico,Crude oil,Extractions,A,2013,Barrels,Billions,0.921
Mexico,Crude oil,Extractions,A,2012,Barrels,Billions,0.933
Mexico,Crude oil,Extractions,A,2011,Barrels,Billions,0.932
Mexico,Crude oil,Extractions,A,2010,Barrels,Billions,0.941
Mexico,Crude oil,Extractions,A,2009,Barrels,Billions,0.95
Mexico,Crude oil,Extractions,A,2008,Barrels,Billions,1.022
Mexico,Crude oil,Total reductions in stock,A,2004,Barrels,Billions,1.238
Mexico,Crude oil,Total reductions in stock,A,2005,Barrels,Billions,1.217
Mexico,Crude oil,Closing stock,A,2014,Barrels,Billions,25.825
United Kingdom,Crude oil,Discrepancies,BC,2009,Barrels,Billions,0.352
Mexico,Crude oil,Closing stock,A,2013,Barrels,Billions,29.328
Mexico,Crude oil,Closing stock,A,2011,Barrels,Billions,30.613
Netherlands,Crude oil,Total reductions in stock,AB,2010,Barrels,Billions,0.027
Netherlands,Crude oil,Total reductions in stock,AB,2009,Barrels,Billions,0.01
Netherlands,Crude oil,Total reductions in stock,AB,2008,Barrels,Billions,0.014
Netherlands,Crude oil,Total reductions in stock,AB,2007,Barrels,Billions,0.016
Netherlands,Crude oil,Total reductions in stock,AB,2006,Barrels,Billions,0.01
Netherlands,Crude oil,Total reductions in stock,AB,2005,Barrels,Billions,0.045
Netherlands,Crude oil,Total reductions in stock,AB,2014,Barrels,Billions,0.078
Netherlands,Crude oil,Discrepancies,AB,2013,Barrels,Billions,0.0
Netherlands,Crude oil,Closing stock,AB,2007,Barrels,Billions,0.23
Netherlands,Crude oil,Closing stock,AB,2009,Barrels,Billions,0.314
Netherlands,Crude oil,Discrepancies,AB,2011,Barrels,Billions,0.0
Netherlands,Crude oil,Discrepancies,AB,2010,Barrels,Billions,0.0
Netherlands,Crude oil,Total reductions in stock,AB,2011,Barrels,Billions,0.033
Netherlands,Crude oil,Discrepancies,AB,2009,Barrels,Billions,0.0
Netherlands,Crude oil,Discrepancies,AB,2007,Barrels,Billions,0.0
Netherlands,Crude oil,Discrepancies,AB,2005,Barrels,Billions,0.057
Netherlands,Crude oil,Discrepancies,AB,2004,Barrels,Billions,0.001
Netherlands,Crude oil,Discrepancies,AB,2003,Barrels,Billions,-0.031
Netherlands,Crude oil,Discrepancies,AB,2002,Barrels,Billions,0.004
Netherlands,Crude oil,Closing stock,AB,2008,Barrels,Billions,0.216
Netherlands,Crude oil,Discrepancies,AB,2001,Barrels,Billions,-0.002
Netherlands,Crude oil,Closing stock,AB,2018,Barrels,Billions,0.18
Netherlands,Crude oil,Closing stock,AB,2017,Barrels,Billions,0.18
Netherlands,Crude oil,Closing stock,AB,2016,Barrels,Billions,0.197
Netherlands,Crude oil,Closing stock,AB,2015,Barrels,Billions,0.198
Netherlands,Crude oil,Closing stock,AB,2014,Barrels,Billions,0.219
Netherlands,Crude oil,Discrepancies,AB,2008,Barrels,Billions,0.0
Netherlands,Crude oil,Closing stock,AB,2013,Barrels,Billions,0.296
Netherlands,Crude oil,Total reductions in stock,AB,2012,Barrels,Billions,0.008
Netherlands,Crude oil,Total reductions in stock,AB,2015,Barrels,Billions,0.02
United Kingdom,Crude oil,Discrepancies,BC,2007,Barrels,Billions,0.117
United Kingdom,Crude oil,Closing stock,BC,2007,Barrels,Billions,1.51
United Kingdom,Crude oil,Discrepancies,BC,2006,Barrels,Billions,-0.095
United Kingdom,Crude oil,Discrepancies,BC,2004,Barrels,Billions,-0.271
United Kingdom,Crude oil,Discrepancies,BC,2003,Barrels,Billions,0.0
United Kingdom,Crude oil,Closing stock,BC,2015,Barrels,Billions,2.25
United Kingdom,Crude oil,Closing stock,BC,2014,Barrels,Billions,2.206
United Kingdom,Crude oil,Closing stock,BC,2013,Barrels,Billions,2.008
United Kingdom,Crude oil,Closing stock,BC,2012,Barrels,Billions,2.104
United Kingdom,Crude oil,Closing stock,BC,2011,Barrels,Billions,2.148
United Kingdom,Crude oil,Closing stock,BC,2010,Barrels,Billions,2.118
United Kingdom,Crude oil,Closing stock,BC,2009,Barrels,Billions,1.811
Netherlands,Crude oil,Total reductions in stock,AB,2013,Barrels,Billions,0.008
